topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale,_empty_kw_ratio
304,"jar, barista, trance, suggests, georgiaa, taffy, saltwater, supplement, local, mileage",27,"['jar', 'barista', 'trance', 'suggests', 'georgiaa', 'taffy', 'saltwater', 'supplement', 'local', 'mileage', 'rankled', 'colora', 'recycling', 'goo', 'monkeys', 'ok', 'minty', 'nectar', 'sampling', 'bees', 'insomnia', 'vinegar', 'word', 'kellya', 'twentieth', 'fondly', 'entangled']",Local Honey Accident,"She drops a jar of local honey, startling her mother who was behind her.","domestic_life, relationship_conflict","setting:kitchen, activity:accident",False,"The keywords 'jar', 'honey', 'local', and 'drop' indicate an accident involving a jar of local honey. The snippets describe the accident and the reaction of the mother, supporting the label 'Local Honey Accident' and the categories 'domestic_life' and 'relationship_conflict'.",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets and misunderstandings, which often lead to separation or distance between the hero and heroine. The representative snippets suggest tension and conflict, hinting at a potential break or separation.",0.0
305,"best, thata, thing, really, recommend, ita, probably, highly, quietest, younga",27,"['best', 'thata', 'thing', 'really', 'recommend', 'ita', 'probably', 'highly', 'quietest', 'younga', 'sign', 'unsolicited', 'fuckera', 'incredibly', 'cause', 'arena', 'mannered', 'ruler', 'trait', 'commentary', 'far', 'daa', 'ooo', 'glamorous', 'behaved', 'army', 'pro']",Quiet Conversation About Best Option,"The couple sits quietly, discussing the best course of action.","romance_core, relationship_conflict","setting:quiet, activity:discussing_options",False,"The top keywords 'best', 'recommend', 'quietest', and 'mannered' suggest a calm, thoughtful discussion. The snippets 'but itâs for the best.' and 'thatâs the best iâve got.' confirm this, indicating a conversation about finding the best option.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
306,"laughs, laugh, laughter, grins, holidays, resuscitation, issuesa, giggles, amphitheater, humorous",27,"['laughs', 'laugh', 'laughter', 'grins', 'holidays', 'resuscitation', 'issuesa', 'giggles', 'amphitheater', 'humorous', 'amuses', 'congratulating', 'funniest', 'christophera', 'khaki', 'grating', 'lowly', 'annoys', 'cues', 'favorite', 'actors', 'grates', 'knead', 'prisoner', 'keeps', 'thickened', 'hearty']",Playful Laughter In Fun Setting,The couple laughs and grins at each other while enjoying a humorous moment together in a fun setting.,,,False,,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
307,"colors, favorite, yellow, scheme, bright, ones, shade, primary, packets, burgundy",27,"['colors', 'favorite', 'yellow', 'scheme', 'bright', 'ones', 'shade', 'primary', 'packets', 'burgundy', 'paint', 'coloring', 'purple', 'muted', 'chief', 'prefer', 'colorful', 'testing', 'crayon', 'fresh', 'resonance', 'likea', 'hues', 'orange', 'aquamarine', 'demographics', 'wednesdays']",Color Scheme Discussion,The couple discusses their favorite colors and shades around the table.,"romance_core, domestic_life","setting:table, activity:discussion",False,"The top keywords 'colors', 'favorite', 'shade', and 'scheme' indicate a conversation about colors. The snippets 'colors.', 'âthe colors.', and 'the best colors that suit you.' confirm this, showing the couple discussing their preferred color schemes.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
308,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct",27,"['hea', 'confidence', 'preferred', 'redesigned', 'jugular', 'react', 'truest', 'amped', 'advertised', 'correct', 'reclusive', 'mcs', 'coddled', 'ruined', 'canal', 'clienta', 'summed', 'arguably', 'owned', 'wrong', 'horsea', 'wondera', 'checkbook', 'proverbial', 'bobs', 'gutted', 'feat']",Clitoral Stimulation During game,"He gently caresses her clitoris as they lie on the bed, building anticipation before going further.","sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:clitoral_stimulation",False,"The top keyword 'clit' and snippets like 'heâd done it, too' and 'heâd have to be blind not to know' suggest explicit sexual activity. The label and scene_summary reflect this, using clear language about clitoral stimulation during foreplay.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets ('heâd done it, too.', 'heâd had the day before.') suggest sexual encounters, confirming R12.",0.0
309,"contract, signed, contracts, sign, clause, dalliances, promissory, signing, read, contracta",27,"['contract', 'signed', 'contracts', 'sign', 'clause', 'dalliances', 'promissory', 'signing', 'read', 'contracta', 'supplier', 'terms', 'agreement', 'semantics', 'nondisclosure', 'reviewed', 'binding', 'contracted', 'disclosure', 'finalized', 'competitor', 'valid', 'negotiate', 'guarantee', 'stated', 'backing', 'gd']",Contract Negotiation,The couple discusses and negotiates the terms of a contract around a table.,,,False,,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on a contract, which is not a central element of the heroine–hero relationship. It belongs to the 'Hero's Elite Work & Business World' taxonomy, further indicating it's not part of the romantic arc.",0.0
310,"foremost, tend, feminine, ama, ladies, feminist, conscious, especially, godawful, experience",27,"['foremost', 'tend', 'feminine', 'ama', 'ladies', 'feminist', 'conscious', 'especially', 'godawful', 'experience', 'materiala', 'needier', 'calcium', 'demographic', 'rarer', 'politically', 'liberation', 'subservient', 'estrogen', 'scientists', 'effect', 'genteel', 'complicated', 'fledged', 'curvier', 'user', 'female']",Feminist Identity Affirmation,She asserts her identity and purpose as a woman.,"romance_core, domestic_life","setting:home, activity:affirmation",False,"The top keyword 'feminine' and the repeated phrase 'live first and foremost to be the woman I am meant to be' indicate a scene where the protagonist is affirming her identity as a woman. The use of 'conscious' and 'needier' suggest a focus on personal growth and emotional well-being, which are core aspects of romance and domestic life.",3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's self-reflection and personal values, indicating a struggle with her identity, which is a key aspect of R1 - Heroine's social identity is destroyed. The phrase 'i live first and foremost to be the woman i am meant to be' suggests a sense of purpose and self-discovery, often triggered by a major blow to her social identity or self-concept.",0.0
311,"wea, shared, downs, cycle, yearlong, created, worked, years, squared, accidentally",27,"['wea', 'shared', 'downs', 'cycle', 'yearlong', 'created', 'worked', 'years', 'squared', 'accidentally', 'thousands', 'provided', 'arrived', 'crashed', 'holiday', 'spent', 'lived', 'times', 'managed', 'connected', 'restoration', 'tennessee', 'iowa', 'apart', 'london', 'chemists', 'phases']",Yearlong Relationship Reflection,"The couple, sitting at a table, reflects on their thousands of times together over the yearlong cycle of their relationship.","romance_core, relationship_conflict","setting:table, activity:reflecting",False,"Top keywords 'yearlong', 'cycle', 'times' indicate a long-term relationship. 'Reflection' is supported by snippets like 'weâve known each other for a long time' and 'weâve done this, hy'.",3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks keywords, label, or scene summary, and it has no primary or secondary categories. It does not belong to the 'Relationship Trajectory (Main Couple)' or 'Sexuality, Attraction & Intimacy' taxonomy groups. Therefore, it does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc.",0.0
312,"hair, stubble, shaved, forehead, tousled, shaven, shave, mussed, scruff, shadow",27,"['hair', 'stubble', 'shaved', 'forehead', 'tousled', 'shaven', 'shave', 'mussed', 'scruff', 'shadow', 'slicked', 'trimmed', 'usual', 'comb', 'cropped', 'collar', 'haircut', 'styled', 'jaw', 'perfection', 'facial', 'curled', 'sides', 'strands', 'dusting', 'combed', 'rumpled']",Stubble And Tousled Hair,"He runs a hand through his tousled hair, dark stubble dappling his chin.","romance_core, physical_affection","setting:bedroom, activity:grooming",False,"Top keywords 'hair', 'stubble', 'tousled' indicate a focus on appearance. Snippets describe a man's grooming habits, with 'dark stubble' and 'tousled hair' recurring, suggesting a romantic or intimate setting.",1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses solely on physical descriptions of the hero's appearance, specifically his facial hair and hairstyle. It does not involve any interaction, emotion, or relationship development between the hero and heroine, making it unrelated to Radway's narrative functions.",0.0
313,"race, frowns, begins, starts, racing, brace, races, deluge, prebuyers, thoroughbred",27,"['race', 'frowns', 'begins', 'starts', 'racing', 'brace', 'races', 'deluge', 'prebuyers', 'thoroughbred', 'adrenaline', 'makes', 'runners', 'humbling', 'erected', 'whirring', 'lacing', 'wantsa', 'armpits', 'scold', 'nuzzles', 'hollows', 'downs', 'forbid', 'desirable', 'tenth', 'sweat']",Adrenaline-fueled Racing,The couple's hearts race as they watch thoroughbreds compete in a thrilling race.,"domestic_life, physical_affection","setting:race_track, activity:racing",False,"The top keywords 'race', 'racing', 'races', 'adrenaline' and the representative snippets ('my heart begins to race') indicate a scene centered around racing, with the shared emotion of adrenaline. This is not a sexual or explicitly romantic scene, but rather a shared activity that brings the couple together.",1.5,Exercise & Physical Activity,Embodied & Sensory Experience,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('my heart begins to race.') suggest a physiological response, not a narrative function in the heroine–hero arc. The main taxonomy category 'Exercise & Physical Activity' further supports this, as it's about embodied experience, not romance dynamics.",0.0
