topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
335,"harrya, cries, snaps, whispers, bowed, redder, moans, yells, angrily, speeding",27,335_harrya_cries_snaps_whispers,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets showing Harry's reactions to unwanted situations (excitement turning to horror) suggest a narrative function of separation or threat of separation, fitting R7."
336,"alternatives, automatically, beg, thanks, answer, hear, looking, make, say, way",27,336_alternatives_automatically_beg_thanks,5.2,Friends & Social Circles,Social World Outside Couple,,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and snippets do not indicate any direct interaction or conflict between the heroine and hero. The topic's main category, 'Friends & Social Circles', further supports that this topic is not a central part of the heroine–hero narrative arc."
337,"tell, did, yodeling, told, pointers, metaphor, vent, hasty, boards, deed",27,337_tell_did_yodeling_told,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and representative snippets ('tell me', 'you tell me') suggest a tender, intimate moment where the hero or heroine encourages the other to share, fostering emotional connection. This aligns with R8 (Hero treats heroine tenderly) in Phase II of the romance arc."
338,"freshman, comes, roommate, ey, breasta, earful, doesna, thankfully, offer, shrine",27,338_freshman_comes_roommate_ey,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main_category of 'Explicit Sexual Acts' and representative snippets describing sexual acts ('hot, clenching center', 'indecent proposal') clearly place it in Phase III. It realizes Radway's function R12, as it focuses on explicit sexual union scenes."
339,"wait, waiting, ipo, cowering, waits, pumps, elections, stand, beat, dissipate",27,339_wait_waiting_ipo_cowering,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a state of waiting, which could indicate distress or isolation, fitting R1. However, the lack of explicit context makes this a low confidence assignment."
340,"reida, ha, mouths, samuela, fortunately, denial, minimized, texta, punched, guarda",27,340_reida_ha_mouths_samuela,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the hero's absence and the heroine's frustration, indicating a physical or emotional separation between the couple. The topic's placement under 'Conflict, Distance & Breakup Threats' in the taxonomy further supports this interpretation."
341,"leaving, mirandaa, disrespectful, hadna, replacement, coolly, reunion, bogged, realizations, supplication",27,341_leaving_mirandaa_disrespectful_hadna,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic revolves around the hero's decision to leave the heroine, indicating a physical or emotional separation, which is characteristic of Radway's function R7."
342,"wrong, somethinga, terribly, wrongs, feels, harbinger, critics, uncharacteristic, peculiar, event",27,342_wrong_somethinga_terribly_wrongs,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets ('this is wrong.', 'wrong.') indicate the heroine's resistance and disapproval, which is characteristic of Radway's R2 function where the heroine reacts antagonistically to the hero."
343,"navy, tie, wearing, crisp, shirt, tailored, charcoal, perfectly, custom, wore",27,343_navy_tie_wearing_crisp,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on the hero's clothing, specifically his suits and ties, which is not a central aspect of the heroine–hero relationship arc. It provides background detail about the hero's professional appearance but does not drive the narrative forward."
344,"slow, slower, motion, slows, snail, slowing, process, pace, controlled, experimentation",27,344_slow_slower_motion_slows,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a moment of tenderness or slowing down, which could indicate the hero treating the heroine tenderly (R8). However, the lack of explicit keywords and the ambiguity of the snippets make this a low confidence match."
345,"dona, coy, daft, tramp, start, naa, pffft, dreamsa, downplay, maserati",27,345_dona_coy_daft_tramp,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets suggest a conflict or threat to the relationship, with the heroine telling the hero 'don't do that' or 'don't activate these'. This aligns with R7, as it indicates a potential separation or breakup threat in the relationship trajectory."
346,"clairea, admirable, passionate, unenthusiastically, shortcuts, abysmally, verb, anxiousness, horrors, nonnegotiable",27,346_clairea_admirable_passionate_unenthusiastically,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets suggest a negative emotion or distress, which is often associated with the heroine reacting antagonistically to the hero in Phase I of the romance narrative. The snippets 'i hear claireâs voice' and 'claireâs got this' imply a tense or hostile situation, fitting R2."
347,"yessss, , , , , , , , , ",27,347_yessss___,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets ('yes.', 'yessss .') suggest a warm, positive response from the heroine, fitting R9 (Heroine responds warmly to hero's tenderness). However, the lack of explicit context makes the confidence low."
348,"seminar, swallowed, received, geniuses, brochures, slackened, clients, spiel, didn, pharmaceuticals",27,348_seminar_swallowed_received_geniuses,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",5.2,Friends & Social Circles,Social World Outside Couple,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on a business seminar and professional interactions, which do not directly involve the heroine-hero relationship. Therefore, it does not primarily realise any of Radway's 13 functions and is best classified as 'none'."
349,"shoulders, raise, hunch, slump, square, straighten, weight, roll, dignity, bunch",27,349_shoulders_raise_hunch_slump,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and snippets ('i raise my shoulders.') do not relate to the heroine–hero relationship or any of Radway's functions. It seems to be about a minor, non-verbal action, not central to the romance narrative."
350,"didn, wasn, won, sell, childhood, months, guarded, defensive, sister, problemsa",27,350_didn_wasn_won_sell,3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,high,"The topic revolves around Tara's emotional journey and self-reflection, triggered by her past traumas and current situation. This process of introspection and coming to terms with her past is a major blow to her social identity and self-concept, fitting Radway's R1 function."
351,"pool, swimming, swim, scum, gene, float, swimmer, cabana, jell, indoor",27,351_pool_swimming_swim_scum,1.5,Exercise & Physical Activity,Embodied & Sensory Experience,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('pool', 'swimming') suggest a focus on physical activity or location, which does not primarily realise any of Radway's 13 narrative functions in the heroine–hero romance arc."
352,"fired, lawyers, attorney, terminated, termination, resign, assets, case, getting, temping",27,352_fired_lawyers_attorney_terminated,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the hero firing the heroine, which is a clear instance of separation and conflict in the relationship, fitting R7. The lack of keywords and previous labels/summaries doesn't contradict this interpretation."
353,"regret, regrets, regretted, regretfully, regretting, happened, wona, realizations, validity, runny",27,353_regret_regrets_regretted_regretfully,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,high,"The topic's keyword 'regret' and representative snippets ('i close my eyes in regret', 'is there regret there?') indicate that the heroine is experiencing regret, which is a major blow to her social identity or self-concept, fitting Radway's R1 function."
